country,issue,month,rate
NP,desertification,2017-11,0.0
NL,desertification,2017-11,0.0
NZ,desertification,2017-11,0.0
NI,desertification,2017-11,0.0
NE,desertification,2017-11,100.0
NG,desertification,2017-11,4.0
NO,desertification,2017-11,0.0
OM,desertification,2017-11,4.0
PK,desertification,2017-11,1.0
PS,desertification,2017-11,0.0
PA,desertification,2017-11,2.0
PY,desertification,2017-11,3.0
PE,desertification,2017-11,2.0
PH,desertification,2017-11,0.0
PL,desertification,2017-11,0.0
PT,desertification,2017-11,0.0
QA,desertification,2017-11,4.0
RO,desertification,2017-11,1.0
RU,desertification,2017-11,0.0
SA,desertification,2017-11,2.0
SG,desertification,2017-11,0.0
SK,desertification,2017-11,0.0
SI,desertification,2017-11,0.0
ZA,desertification,2017-11,1.0
KR,desertification,2017-11,2.0
ES,desertification,2017-11,1.0
SH,desertification,2017-11,1.0
SD,desertification,2017-11,5.0
SE,desertification,2017-11,0.0
CH,desertification,2017-11,0.0
SY,desertification,2017-11,4.0
TW,desertification,2017-11,0.0
TZ,desertification,2017-11,0.0
TH,desertification,2017-11,0.0
TN,desertification,2017-11,1.0
TR,desertification,2017-11,0.0
UG,desertification,2017-11,3.0
UA,desertification,2017-11,0.0
AE,desertification,2017-11,2.0
GB,desertification,2017-11,1.0
US,desertification,2017-11,0.0
UY,desertification,2017-11,2.0
UZ,desertification,2017-11,0.0
VE,desertification,2017-11,1.0
VN,desertification,2017-11,0.0
ZW,desertification,2017-11,3.0
AF,desertification,2017-11,0.0
AX,desertification,2017-11,0.0
AL,desertification,2017-11,0.0
AS,desertification,2017-11,0.0
AD,desertification,2017-11,0.0
AI,desertification,2017-11,0.0
AG,desertification,2017-11,0.0
AM,desertification,2017-11,0.0
AW,desertification,2017-11,0.0
AZ,desertification,2017-11,0.0
BS,desertification,2017-11,0.0
BB,desertification,2017-11,0.0
BZ,desertification,2017-11,0.0
BJ,desertification,2017-11,0.0
BM,desertification,2017-11,0.0
BT,desertification,2017-11,0.0
BA,desertification,2017-11,0.0
BW,desertification,2017-11,0.0
BV,desertification,2017-11,0.0
IO,desertification,2017-11,0.0
VG,desertification,2017-11,0.0
BN,desertification,2017-11,0.0
BG,desertification,2017-11,0.0
BI,desertification,2017-11,0.0
KH,desertification,2017-11,0.0
CV,desertification,2017-11,0.0
BQ,desertification,2017-11,0.0
KY,desertification,2017-11,0.0
CF,desertification,2017-11,0.0
CX,desertification,2017-11,0.0
CC,desertification,2017-11,0.0
KM,desertification,2017-11,0.0
CG,desertification,2017-11,0.0
CK,desertification,2017-11,0.0
CI,desertification,2017-11,0.0
CU,desertification,2017-11,0.0
CW,desertification,2017-11,0.0
CY,desertification,2017-11,0.0
DK,desertification,2017-11,0.0
DJ,desertification,2017-11,0.0
DM,desertification,2017-11,0.0
GQ,desertification,2017-11,0.0
ER,desertification,2017-11,0.0
FK,desertification,2017-11,0.0
FO,desertification,2017-11,0.0
FJ,desertification,2017-11,0.0
GF,desertification,2017-11,0.0
PF,desertification,2017-11,0.0
TF,desertification,2017-11,0.0
GA,desertification,2017-11,0.0
GM,desertification,2017-11,0.0
GE,desertification,2017-11,0.0
GI,desertification,2017-11,0.0
GL,desertification,2017-11,0.0
GD,desertification,2017-11,0.0
GP,desertification,2017-11,0.0
GU,desertification,2017-11,0.0
GG,desertification,2017-11,0.0
GN,desertification,2017-11,0.0
GW,desertification,2017-11,0.0
GY,desertification,2017-11,0.0
HM,desertification,2017-11,0.0
IS,desertification,2017-11,0.0
IM,desertification,2017-11,0.0
JM,desertification,2017-11,0.0
JE,desertification,2017-11,0.0
KI,desertification,2017-11,0.0
XK,desertification,2017-11,0.0
KG,desertification,2017-11,1.0
LA,desertification,2017-11,0.0
LS,desertification,2017-11,0.0
LR,desertification,2017-11,0.0
LI,desertification,2017-11,0.0
LU,desertification,2017-11,0.0
MO,desertification,2017-11,0.0
MK,desertification,2017-11,0.0
MG,desertification,2017-11,0.0
MW,desertification,2017-11,0.0
MV,desertification,2017-11,0.0
ML,desertification,2017-11,0.0
MT,desertification,2017-11,0.0
MH,desertification,2017-11,0.0
MQ,desertification,2017-11,0.0
MR,desertification,2017-11,0.0
MU,desertification,2017-11,0.0
YT,desertification,2017-11,0.0
FM,desertification,2017-11,0.0
MD,desertification,2017-11,0.0
MC,desertification,2017-11,0.0
ME,desertification,2017-11,0.0
MS,desertification,2017-11,0.0
MM,desertification,2017-11,0.0
NR,desertification,2017-11,0.0
NC,desertification,2017-11,0.0
NU,desertification,2017-11,0.0
NF,desertification,2017-11,0.0
KP,desertification,2017-11,0.0
MP,desertification,2017-11,0.0
PW,desertification,2017-11,0.0
PG,desertification,2017-11,0.0
PN,desertification,2017-11,0.0
PR,desertification,2017-11,0.0
RE,desertification,2017-11,0.0
RW,desertification,2017-11,0.0
WS,desertification,2017-11,0.0
SM,desertification,2017-11,0.0
ST,desertification,2017-11,0.0
SN,desertification,2017-11,0.0
RS,desertification,2017-11,0.0
SC,desertification,2017-11,0.0
SL,desertification,2017-11,0.0
SX,desertification,2017-11,0.0
SB,desertification,2017-11,0.0
SO,desertification,2017-11,0.0
GS,desertification,2017-11,0.0
SS,desertification,2017-11,0.0
LK,desertification,2017-11,1.0
BL,desertification,2017-11,0.0
KN,desertification,2017-11,0.0
LC,desertification,2017-11,0.0
MF,desertification,2017-11,0.0
PM,desertification,2017-11,0.0
VC,desertification,2017-11,0.0
SR,desertification,2017-11,0.0
SJ,desertification,2017-11,0.0
SZ,desertification,2017-11,0.0
TJ,desertification,2017-11,0.0
TL,desertification,2017-11,0.0
TG,desertification,2017-11,0.0
TK,desertification,2017-11,0.0
TO,desertification,2017-11,0.0
TT,desertification,2017-11,0.0
TM,desertification,2017-11,0.0
TC,desertification,2017-11,0.0
TV,desertification,2017-11,0.0
VI,desertification,2017-11,0.0
UM,desertification,2017-11,0.0
VU,desertification,2017-11,0.0
VA,desertification,2017-11,0.0
WF,desertification,2017-11,0.0
EH,desertification,2017-11,0.0
YE,desertification,2017-11,2.0
ZM,desertification,2017-11,0.0
DZ,ecology,2017-11,17.0
AR,ecology,2017-11,32.0
AU,ecology,2017-11,14.0
AT,ecology,2017-11,16.0
AZ,ecology,2017-11,37.0
BY,ecology,2017-11,58.0
BE,ecology,2017-11,30.0
BO,ecology,2017-11,82.0
BR,ecology,2017-11,42.0
BG,ecology,2017-11,26.0
CA,ecology,2017-11,20.0
CL,ecology,2017-11,42.0
CO,ecology,2017-11,88.0
CR,ecology,2017-11,40.0
HR,ecology,2017-11,21.0
CZ,ecology,2017-11,37.0
DK,ecology,2017-11,94.0
DO,ecology,2017-11,72.0
EC,ecology,2017-11,86.0
SV,ecology,2017-11,46.0
ET,ecology,2017-11,100.0
FI,ecology,2017-11,21.0
FR,ecology,2017-11,28.0
DE,ecology,2017-11,18.0
GR,ecology,2017-11,18.0
GT,ecology,2017-11,50.0
HN,ecology,2017-11,44.0
HK,ecology,2017-11,17.0
HU,ecology,2017-11,8.0
IN,ecology,2017-11,11.0
ID,ecology,2017-11,16.0
IR,ecology,2017-11,6.0
IE,ecology,2017-11,11.0
IL,ecology,2017-11,15.0
IT,ecology,2017-11,31.0
JP,ecology,2017-11,3.0
KZ,ecology,2017-11,94.0
KE,ecology,2017-11,16.0
KG,ecology,2017-11,95.0
MY,ecology,2017-11,5.0
MX,ecology,2017-11,67.0
MD,ecology,2017-11,99.0
MA,ecology,2017-11,25.0
MZ,ecology,2017-11,0.0
NL,ecology,2017-11,18.0
NZ,ecology,2017-11,15.0
NI,ecology,2017-11,0.0
NG,ecology,2017-11,26.0
NO,ecology,2017-11,39.0
PK,ecology,2017-11,12.0
PA,ecology,2017-11,72.0
PY,ecology,2017-11,37.0
PE,ecology,2017-11,77.0
PH,ecology,2017-11,26.0
PL,ecology,2017-11,45.0
PT,ecology,2017-11,23.0
RO,ecology,2017-11,29.0
RU,ecology,2017-11,91.0
SA,ecology,2017-11,8.0
RS,ecology,2017-11,28.0
SG,ecology,2017-11,10.0
SK,ecology,2017-11,19.0
SI,ecology,2017-11,28.0
ZA,ecology,2017-11,12.0
KR,ecology,2017-11,6.0
ES,ecology,2017-11,55.0
SE,ecology,2017-11,32.0
CH,ecology,2017-11,27.0
TW,ecology,2017-11,21.0
TH,ecology,2017-11,3.0
TR,ecology,2017-11,8.0
UA,ecology,2017-11,62.0
AE,ecology,2017-11,9.0
GB,ecology,2017-11,9.0
US,ecology,2017-11,15.0
UY,ecology,2017-11,26.0
UZ,ecology,2017-11,62.0
VE,ecology,2017-11,53.0
VN,ecology,2017-11,3.0
AF,ecology,2017-11,0.0
AX,ecology,2017-11,0.0
AL,ecology,2017-11,0.0
AS,ecology,2017-11,0.0
AD,ecology,2017-11,0.0
AO,ecology,2017-11,0.0
AI,ecology,2017-11,0.0
AG,ecology,2017-11,0.0
AM,ecology,2017-11,0.0
AW,ecology,2017-11,0.0
BS,ecology,2017-11,0.0
BH,ecology,2017-11,0.0
BD,ecology,2017-11,0.0
BB,ecology,2017-11,0.0
BZ,ecology,2017-11,0.0
BJ,ecology,2017-11,0.0
BM,ecology,2017-11,0.0
BT,ecology,2017-11,0.0
BA,ecology,2017-11,0.0
BW,ecology,2017-11,0.0
BV,ecology,2017-11,0.0
IO,ecology,2017-11,0.0
VG,ecology,2017-11,0.0
BN,ecology,2017-11,0.0
BF,ecology,2017-11,0.0
BI,ecology,2017-11,0.0
KH,ecology,2017-11,0.0
CM,ecology,2017-11,0.0
CV,ecology,2017-11,0.0
BQ,ecology,2017-11,0.0
KY,ecology,2017-11,0.0
CF,ecology,2017-11,0.0
TD,ecology,2017-11,0.0
CN,ecology,2017-11,0.0
CX,ecology,2017-11,0.0
CC,ecology,2017-11,0.0
KM,ecology,2017-11,0.0
CG,ecology,2017-11,0.0
CD,ecology,2017-11,0.0
CK,ecology,2017-11,0.0
CI,ecology,2017-11,0.0
CU,ecology,2017-11,0.0
CW,ecology,2017-11,0.0
CY,ecology,2017-11,0.0
DJ,ecology,2017-11,0.0
DM,ecology,2017-11,0.0
EG,ecology,2017-11,0.0
GQ,ecology,2017-11,0.0
ER,ecology,2017-11,0.0
EE,ecology,2017-11,0.0
FK,ecology,2017-11,0.0
FO,ecology,2017-11,0.0
FJ,ecology,2017-11,0.0
GF,ecology,2017-11,0.0
PF,ecology,2017-11,0.0
TF,ecology,2017-11,0.0
GA,ecology,2017-11,0.0
GM,ecology,2017-11,0.0
GE,ecology,2017-11,0.0
GH,ecology,2017-11,0.0
GI,ecology,2017-11,0.0
GL,ecology,2017-11,0.0
GD,ecology,2017-11,0.0
GP,ecology,2017-11,0.0
GU,ecology,2017-11,0.0
GG,ecology,2017-11,0.0
GN,ecology,2017-11,0.0
GW,ecology,2017-11,0.0
GY,ecology,2017-11,0.0
HT,ecology,2017-11,0.0
HM,ecology,2017-11,0.0
IS,ecology,2017-11,0.0
IQ,ecology,2017-11,0.0
IM,ecology,2017-11,0.0
JM,ecology,2017-11,0.0
JE,ecology,2017-11,0.0
JO,ecology,2017-11,0.0
KI,ecology,2017-11,0.0
XK,ecology,2017-11,0.0
KW,ecology,2017-11,0.0
LA,ecology,2017-11,0.0
LV,ecology,2017-11,0.0
LB,ecology,2017-11,0.0
LS,ecology,2017-11,0.0
LR,ecology,2017-11,0.0
LY,ecology,2017-11,0.0
LI,ecology,2017-11,0.0
LT,ecology,2017-11,23.0
LU,ecology,2017-11,0.0
MO,ecology,2017-11,0.0
MK,ecology,2017-11,0.0
MG,ecology,2017-11,0.0
MW,ecology,2017-11,0.0
MV,ecology,2017-11,0.0
ML,ecology,2017-11,0.0
MT,ecology,2017-11,0.0
MH,ecology,2017-11,0.0
MQ,ecology,2017-11,0.0
MR,ecology,2017-11,0.0
MU,ecology,2017-11,0.0
YT,ecology,2017-11,0.0
FM,ecology,2017-11,0.0
MC,ecology,2017-11,0.0
MN,ecology,2017-11,0.0
ME,ecology,2017-11,0.0
MS,ecology,2017-11,0.0
MM,ecology,2017-11,0.0
NA,ecology,2017-11,0.0
NR,ecology,2017-11,0.0
NP,ecology,2017-11,0.0
NC,ecology,2017-11,0.0
NE,ecology,2017-11,0.0
NU,ecology,2017-11,0.0
NF,ecology,2017-11,0.0
KP,ecology,2017-11,0.0
MP,ecology,2017-11,0.0
OM,ecology,2017-11,0.0
PW,ecology,2017-11,0.0
PS,ecology,2017-11,0.0
PG,ecology,2017-11,0.0
PN,ecology,2017-11,0.0
PR,ecology,2017-11,0.0
QA,ecology,2017-11,0.0
RE,ecology,2017-11,0.0
RW,ecology,2017-11,0.0
WS,ecology,2017-11,0.0
SM,ecology,2017-11,0.0
ST,ecology,2017-11,0.0
SN,ecology,2017-11,0.0
SC,ecology,2017-11,0.0
SL,ecology,2017-11,0.0
SX,ecology,2017-11,0.0
SB,ecology,2017-11,0.0
SO,ecology,2017-11,0.0
GS,ecology,2017-11,0.0
SS,ecology,2017-11,0.0
LK,ecology,2017-11,0.0
BL,ecology,2017-11,0.0
SH,ecology,2017-11,28.0
KN,ecology,2017-11,0.0
LC,ecology,2017-11,0.0
MF,ecology,2017-11,0.0
PM,ecology,2017-11,0.0
VC,ecology,2017-11,0.0
SD,ecology,2017-11,0.0
SR,ecology,2017-11,0.0
SJ,ecology,2017-11,0.0
SZ,ecology,2017-11,0.0
SY,ecology,2017-11,0.0
TJ,ecology,2017-11,0.0
TZ,ecology,2017-11,0.0
TL,ecology,2017-11,0.0
TG,ecology,2017-11,0.0
TK,ecology,2017-11,0.0
TO,ecology,2017-11,0.0
TT,ecology,2017-11,0.0
TN,ecology,2017-11,0.0
TM,ecology,2017-11,0.0
TC,ecology,2017-11,0.0
TV,ecology,2017-11,0.0
VI,ecology,2017-11,0.0
UG,ecology,2017-11,0.0
UM,ecology,2017-11,0.0
VU,ecology,2017-11,0.0
VA,ecology,2017-11,0.0
WF,ecology,2017-11,0.0
EH,ecology,2017-11,0.0
YE,ecology,2017-11,0.0
ZM,ecology,2017-11,0.0
ZW,ecology,2017-11,0.0
DZ,endangered species,2017-11,14.0
AR,endangered species,2017-11,13.0
AU,endangered species,2017-11,20.0
BE,endangered species,2017-11,3.0
BO,endangered species,2017-11,42.0
BR,endangered species,2017-11,1.0
CA,endangered species,2017-11,14.0
CL,endangered species,2017-11,18.0
CO,endangered species,2017-11,15.0
CR,endangered species,2017-11,15.0
CZ,endangered species,2017-11,5.0
DK,endangered species,2017-11,3.0
DO,endangered species,2017-11,27.0
EC,endangered species,2017-11,36.0
EG,endangered species,2017-11,8.0
SV,endangered species,2017-11,0.0
FR,endangered species,2017-11,2.0
DE,endangered species,2017-11,1.0
GR,endangered species,2017-11,3.0
HN,endangered species,2017-11,24.0
HK,endangered species,2017-11,21.0
HU,endangered species,2017-11,6.0
IN,endangered species,2017-11,7.0
ID,endangered species,2017-11,5.0
IR,endangered species,2017-11,2.0
IE,endangered species,2017-11,6.0
IL,endangered species,2017-11,4.0
IT,endangered species,2017-11,1.0
JP,endangered species,2017-11,4.0
MY,endangered species,2017-11,5.0
MX,endangered species,2017-11,100.0
NL,endangered species,2017-11,3.0
NZ,endangered species,2017-11,29.0
NI,endangered species,2017-11,0.0
OM,endangered species,2017-11,40.0
PK,endangered species,2017-11,8.0
PA,endangered species,2017-11,52.0
PY,endangered species,2017-11,15.0
PE,endangered species,2017-11,70.0
PH,endangered species,2017-11,13.0
PL,endangered species,2017-11,3.0
PT,endangered species,2017-11,3.0
RU,endangered species,2017-11,1.0
SA,endangered species,2017-11,12.0
SG,endangered species,2017-11,8.0
ZA,endangered species,2017-11,6.0
KR,endangered species,2017-11,6.0
ES,endangered species,2017-11,10.0
SE,endangered species,2017-11,3.0
TW,endangered species,2017-11,2.0
TH,endangered species,2017-11,2.0
TR,endangered species,2017-11,0.0
AE,endangered species,2017-11,17.0
GB,endangered species,2017-11,8.0
US,endangered species,2017-11,14.0
VE,endangered species,2017-11,19.0
VN,endangered species,2017-11,1.0
AF,endangered species,2017-11,0.0
AX,endangered species,2017-11,0.0
AL,endangered species,2017-11,0.0
AS,endangered species,2017-11,0.0
AD,endangered species,2017-11,0.0
AO,endangered species,2017-11,0.0
AI,endangered species,2017-11,0.0
AG,endangered species,2017-11,0.0
AM,endangered species,2017-11,0.0
AW,endangered species,2017-11,0.0
AT,endangered species,2017-11,0.0
AZ,endangered species,2017-11,0.0
BS,endangered species,2017-11,0.0
BH,endangered species,2017-11,0.0
BD,endangered species,2017-11,0.0
BB,endangered species,2017-11,0.0
BY,endangered species,2017-11,0.0
BZ,endangered species,2017-11,0.0
BJ,endangered species,2017-11,0.0
BM,endangered species,2017-11,0.0
BT,endangered species,2017-11,0.0
BA,endangered species,2017-11,0.0
BW,endangered species,2017-11,0.0
BV,endangered species,2017-11,0.0
IO,endangered species,2017-11,0.0
VG,endangered species,2017-11,0.0
BN,endangered species,2017-11,0.0
BG,endangered species,2017-11,0.0
BF,endangered species,2017-11,0.0
BI,endangered species,2017-11,0.0
KH,endangered species,2017-11,0.0
CM,endangered species,2017-11,0.0
CV,endangered species,2017-11,0.0
BQ,endangered species,2017-11,0.0
KY,endangered species,2017-11,0.0
CF,endangered species,2017-11,0.0
TD,endangered species,2017-11,0.0
CN,endangered species,2017-11,0.0
CX,endangered species,2017-11,0.0
CC,endangered species,2017-11,0.0
KM,endangered species,2017-11,0.0
CG,endangered species,2017-11,0.0
CD,endangered species,2017-11,0.0
CK,endangered species,2017-11,0.0
CI,endangered species,2017-11,0.0
HR,endangered species,2017-11,0.0
CU,endangered species,2017-11,0.0
CW,endangered species,2017-11,0.0
CY,endangered species,2017-11,0.0
DJ,endangered species,2017-11,0.0
DM,endangered species,2017-11,0.0
GQ,endangered species,2017-11,0.0
ER,endangered species,2017-11,0.0
EE,endangered species,2017-11,0.0
ET,endangered species,2017-11,0.0
FK,endangered species,2017-11,0.0
FO,endangered species,2017-11,0.0
FJ,endangered species,2017-11,0.0
FI,endangered species,2017-11,0.0
GF,endangered species,2017-11,0.0
PF,endangered species,2017-11,0.0
TF,endangered species,2017-11,0.0
GA,endangered species,2017-11,0.0
GM,endangered species,2017-11,0.0
GE,endangered species,2017-11,0.0
GH,endangered species,2017-11,0.0
GI,endangered species,2017-11,0.0
GL,endangered species,2017-11,0.0
GD,endangered species,2017-11,0.0
GP,endangered species,2017-11,0.0
GU,endangered species,2017-11,0.0
GT,endangered species,2017-11,11.0
GG,endangered species,2017-11,0.0
GN,endangered species,2017-11,0.0
GW,endangered species,2017-11,0.0
GY,endangered species,2017-11,0.0
HT,endangered species,2017-11,0.0
HM,endangered species,2017-11,0.0
IS,endangered species,2017-11,0.0
IQ,endangered species,2017-11,0.0
IM,endangered species,2017-11,0.0
JM,endangered species,2017-11,0.0
JE,endangered species,2017-11,0.0
JO,endangered species,2017-11,0.0
KZ,endangered species,2017-11,0.0
KE,endangered species,2017-11,0.0
KI,endangered species,2017-11,0.0
XK,endangered species,2017-11,0.0
KW,endangered species,2017-11,0.0
KG,endangered species,2017-11,0.0
LA,endangered species,2017-11,0.0
LV,endangered species,2017-11,0.0
LB,endangered species,2017-11,0.0
LS,endangered species,2017-11,0.0
LR,endangered species,2017-11,0.0
LY,endangered species,2017-11,0.0
LI,endangered species,2017-11,0.0
LT,endangered species,2017-11,0.0
LU,endangered species,2017-11,0.0
MO,endangered species,2017-11,0.0
MK,endangered species,2017-11,0.0
MG,endangered species,2017-11,0.0
MW,endangered species,2017-11,0.0
MV,endangered species,2017-11,0.0
ML,endangered species,2017-11,0.0
MT,endangered species,2017-11,0.0
MH,endangered species,2017-11,0.0
MQ,endangered species,2017-11,0.0
MR,endangered species,2017-11,0.0
MU,endangered species,2017-11,0.0
YT,endangered species,2017-11,0.0
FM,endangered species,2017-11,0.0
MD,endangered species,2017-11,0.0
MC,endangered species,2017-11,0.0
MN,endangered species,2017-11,0.0
ME,endangered species,2017-11,0.0
MS,endangered species,2017-11,0.0
MA,endangered species,2017-11,0.0
MZ,endangered species,2017-11,0.0
MM,endangered species,2017-11,0.0
NA,endangered species,2017-11,0.0
NR,endangered species,2017-11,0.0
NP,endangered species,2017-11,0.0
NC,endangered species,2017-11,0.0
NE,endangered species,2017-11,0.0
NG,endangered species,2017-11,0.0
NU,endangered species,2017-11,0.0
NF,endangered species,2017-11,0.0
KP,endangered species,2017-11,0.0
MP,endangered species,2017-11,0.0
NO,endangered species,2017-11,4.0
PW,endangered species,2017-11,0.0
PS,endangered species,2017-11,0.0
PG,endangered species,2017-11,0.0
PN,endangered species,2017-11,0.0
PR,endangered species,2017-11,0.0
QA,endangered species,2017-11,0.0
RE,endangered species,2017-11,0.0
RO,endangered species,2017-11,0.0
RW,endangered species,2017-11,0.0
WS,endangered species,2017-11,0.0
SM,endangered species,2017-11,0.0
ST,endangered species,2017-11,0.0
SN,endangered species,2017-11,0.0
RS,endangered species,2017-11,0.0
SC,endangered species,2017-11,0.0
SL,endangered species,2017-11,0.0
SX,endangered species,2017-11,0.0
SK,endangered species,2017-11,0.0
SI,endangered species,2017-11,0.0
SB,endangered species,2017-11,0.0
SO,endangered species,2017-11,0.0
GS,endangered species,2017-11,0.0
SS,endangered species,2017-11,0.0
LK,endangered species,2017-11,0.0
BL,endangered species,2017-11,0.0
SH,endangered species,2017-11,0.0
KN,endangered species,2017-11,0.0
LC,endangered species,2017-11,0.0
MF,endangered species,2017-11,0.0
PM,endangered species,2017-11,0.0
VC,endangered species,2017-11,0.0
SD,endangered species,2017-11,0.0
SR,endangered species,2017-11,0.0
SJ,endangered species,2017-11,0.0
SZ,endangered species,2017-11,0.0
CH,endangered species,2017-11,0.0
SY,endangered species,2017-11,0.0
TJ,endangered species,2017-11,0.0
TZ,endangered species,2017-11,0.0
TL,endangered species,2017-11,0.0
TG,endangered species,2017-11,0.0
TK,endangered species,2017-11,0.0
TO,endangered species,2017-11,0.0
TT,endangered species,2017-11,0.0
TN,endangered species,2017-11,0.0
TM,endangered species,2017-11,0.0
TC,endangered species,2017-11,0.0
TV,endangered species,2017-11,0.0
VI,endangered species,2017-11,0.0
UG,endangered species,2017-11,0.0
UA,endangered species,2017-11,1.0
UM,endangered species,2017-11,0.0
UY,endangered species,2017-11,0.0
UZ,endangered species,2017-11,0.0
VU,endangered species,2017-11,0.0
VA,endangered species,2017-11,0.0
WF,endangered species,2017-11,0.0
EH,endangered species,2017-11,0.0
YE,endangered species,2017-11,0.0
ZM,endangered species,2017-11,0.0
ZW,endangered species,2017-11,0.0
DZ,endemic species,2017-11,2.0
AR,endemic species,2017-11,5.0
AM,endemic species,2017-11,0.0
AU,endemic species,2017-11,1.0
AT,endemic species,2017-11,3.0
BY,endemic species,2017-11,4.0
BE,endemic species,2017-11,2.0
BO,endemic species,2017-11,19.0
BA,endemic species,2017-11,6.0
BR,endemic species,2017-11,2.0
BG,endemic species,2017-11,3.0
CA,endemic species,2017-11,2.0
CL,endemic species,2017-11,16.0
CO,endemic species,2017-11,15.0
CR,endemic species,2017-11,8.0
HR,endemic species,2017-11,7.0
CY,endemic species,2017-11,23.0
CZ,endemic species,2017-11,7.0
DO,endemic species,2017-11,100.0
EC,endemic species,2017-11,45.0
ET,endemic species,2017-11,17.0
FI,endemic species,2017-11,4.0
FR,endemic species,2017-11,3.0
DE,endemic species,2017-11,2.0
GR,endemic species,2017-11,0.0
GT,endemic species,2017-11,5.0
HN,endemic species,2017-11,14.0
HU,endemic species,2017-11,0.0
IN,endemic species,2017-11,3.0
ID,endemic species,2017-11,11.0
IL,endemic species,2017-11,0.0
IT,endemic species,2017-11,2.0
JP,endemic species,2017-11,1.0
KZ,endemic species,2017-11,3.0
LT,endemic species,2017-11,0.0
MG,endemic species,2017-11,45.0
MY,endemic species,2017-11,1.0
MU,endemic species,2017-11,25.0
MX,endemic species,2017-11,67.0
MA,endemic species,2017-11,2.0
NL,endemic species,2017-11,2.0
NZ,endemic species,2017-11,4.0
NO,endemic species,2017-11,3.0
PK,endemic species,2017-11,1.0
PA,endemic species,2017-11,14.0
PE,endemic species,2017-11,12.0
PH,endemic species,2017-11,4.0
PL,endemic species,2017-11,4.0
PT,endemic species,2017-11,2.0
PR,endemic species,2017-11,16.0
RO,endemic species,2017-11,2.0
RU,endemic species,2017-11,3.0
RE,endemic species,2017-11,26.0
SA,endemic species,2017-11,0.0
RS,endemic species,2017-11,5.0
SK,endemic species,2017-11,5.0
SI,endemic species,2017-11,6.0
ZA,endemic species,2017-11,1.0
ES,endemic species,2017-11,6.0
LK,endemic species,2017-11,12.0
SE,endemic species,2017-11,3.0
CH,endemic species,2017-11,3.0
ST,endemic species,2017-11,0.0
TW,endemic species,2017-11,5.0
TH,endemic species,2017-11,0.0
TN,endemic species,2017-11,0.0
TR,endemic species,2017-11,8.0
UA,endemic species,2017-11,2.0
AE,endemic species,2017-11,0.0
GB,endemic species,2017-11,1.0
US,endemic species,2017-11,1.0
VE,endemic species,2017-11,3.0
VN,endemic species,2017-11,0.0
AF,endemic species,2017-11,0.0
AX,endemic species,2017-11,0.0
AL,endemic species,2017-11,0.0
AS,endemic species,2017-11,0.0
AD,endemic species,2017-11,0.0
AO,endemic species,2017-11,0.0
